title,likes,comm,uid,udate
RRR: 라이즈 로어 리볼트 ,6,"기존 인도영화에 비해 신선한 맛은 있다. 바스터즈 거친녀석들과 같은 역사적 사실에 병맛 B급 감성을 넣고 거기에 성룡식 액션+오우삼식 총기 액션을 더한 느낌. 그런데 이 영화가 과연 감독이 기생충이 재미없었다고 했다는데 기생충보다 훌륭한 작품일까? 그리고 제발 인도 영화에서 이야기 흐름이 끊기는 인도식 노래와 춤은 뺐으면 하는 바램, 채찍을 맞아서 다 죽어가는데 하는 짓이 노래라니 신고",jung****,22.08.23
탑건: 매버릭 ,10,연출 연기 스토리 영상미 ost 모든게 완벽한 영화 신고,wim8****,22.08.23
헌트 ,10,배우들의 연기 덕분에 몰입도 최고. 스토리는 아주흥미롭고 반전까지. 최고의영화 신고,cys9****,22.08.23
헌트 ,7,이정재가 만들었다고 안했으면 유명 감독이 만들 줄 알겠어요 신고,gkgh****,22.08.23
놉 ,8,어디서도 볼수 없는걸 보여준건 맞다 신고,s39m****,22.08.23
헌트 ,4,그냥 뭐 총싸움만하고 스토리가 난잡함 신고,rlac****,22.08.23
한산: 용의 출현 ,9,학익진 장면에서 소름!! 신고,xotn****,22.08.23
외계+인 1부 ,10,너무 신선하고 완전 유쾌하고 볼거리많고 재밌었어요 2편 꼭 나왔으면 좋겠다 핵꿀잼 신고,phyo****,22.08.23
탑건: 매버릭 ,10,"인생영화가 바뀌었습니다,, 신고",xotn****,22.08.23
헌트 ,2,재미가 없다.탑건 2번 볼걸 내가 이걸 왜봤을까 신고,kaej****,22.08.23
카지노 ,10,신고,gks1****,22.08.23
상류사회 ,1,욕 먹느라 정신 없으시죠..? 신고,kirk****,22.08.23
놉 ,8,조던 필 특유의 상상력과 은유는 점점 호불호가 더 심해질거 같다 신고,thdr****,22.08.23
외계+인 1부 ,2,그냥 유명한애들 많이나오면 영화가 되나?? 신고,jose****,22.08.23
탑건: 매버릭 ,10,"스토리도 뭐 별다른거 없고 뻔히 예상한대로 흘러가고, 연기력은 흠잡을건 없지만 딱히 캐릭터간의 감정선이 도드라지는 씬도 별로 없는데....몰입하게 되고 특히 중요한 비행씬에서는 같이 긴장하게 만드는...어렵고 복잡하지 않으면서도 긴장을 늦추지 않게해주는 최고의 연출력~ 그리고 톰형의 묘하게 빠져드는 비행 액션씬(그 특유의 호흡)이 너무 인상 깊었음 신고",impa****,22.08.23
놉 ,10,평점이나 스포 전혀 안보고가서 상당히 신선했음 신고,hd28****,22.08.23
탑건: 매버릭 ,10,올해 본 영화 중에 최고였습니다. 신고,prki****,22.08.23
한산: 용의 출현 ,10,지장과 덕장의 모습이 잘 드러나는 배우 박해일의 명연기 잘봤습니다 신고,pete****,22.08.23
만추 ,1,"지잘난맛 ,감독 수준.. 이게 9점대라고?심형래 디워9점 주겠다 신고",pppg****,22.08.23
놉 ,8,평가가 엇갈리는 것 같은데 저는 매우 흥미롭고 시각적으로도 뛰어난 작품이라 만족스러운 감상이었습니다. 신고,toki****,22.08.23
헌트 ,9,최근 극장에서 개봉한 영화 중 가장 볼만했음. 긴장감있는 빠른 전개가 좋았으나 대사가 잘 안들리는편이라 자막이 있으면 오히려 좋지 않았을까 싶음.한번 더 볼 예정 신고,juli****,22.08.23
헌트 ,9,최근 극장에서 개봉한 영화 중 가장 볼만했음. 긴장감있는 빠른 전개가 좋았으나 대사가 잘 안들리는편이라 자막이 있으면 오히려 좋지 않았을까 싶음.한번 더 볼 예정 신고,juli****,22.08.23
헌트 ,9,재밌었고 의미있는 영화였다 신고,youn****,22.08.23
헌트 ,10,신고,sooj****,22.08.23
놉 ,9,옛날의 이야기를 선명한 대비를 통해 불러왔다. 마블의 영화들이 시네마가 아니라면 과연 어떤 팝콘 무비가 시네마가 될 수 있나에 대한 정확한 답 중에 하나일 것이다. 신고,crow****,22.08.23
엘비스 ,10,재미있었어요^^감사합니다 신고,kmj-****,22.08.23
놉 ,10,킬링타임용으로 생각없이 보게되면 OO 이게 무슨내용이야… 라고 욕을 할 것이고 감독이 전달하려는 의미가 무엇인지 생각하며 보게되면 이해하면서 볼수 있는 영화 신고,ysuc****,22.08.23
모탈 컴뱃 - 시리즈 ,5,액션인데도 왜 이렇게 지루하냐 신고,adiv****,22.08.23
스콜피온 퀸 ,4,제목만 그럴듯.. 내용은 조잡 신고,adiv****,22.08.23
스텔스 98 ,2,안보는게 더 이득이다 신고,adiv****,22.08.23
헌트 ,10,이정재+정우성말해봐야 뭐합니까~그리고 까메오로 출연하신분들~와우~^^ 신고,kjh7****,22.08.23
놉 ,7,머리 위의 무언가가 우리를 노린다는 코즈믹 호러식 연출은 일품으로 살렸는데 스토리에 너무 은유를 때려박아서 감상에 감점이 된듯.. 영화가 아니라 영상으로 보는 연설같음 신고,qwe2****,22.08.23
박쥐 ,7,불호지만 계속 생각나는 영화 신고,fjyp****,22.08.23
한산: 용의 출현 ,10,거북선의 웅장함이 돋보여요 신고,kang****,22.08.23
한산: 용의 출현 ,10,신고,dlsx****,22.08.23
비상선언 ,10,신고,nari****,22.08.23
자산어보 ,10,아무 생각없이 보기 시작했다가 끝까지 몰입한영화.. 평점높은이유가 있었네.변요한배우 작품 잘고르네요. 배우들 연기에 푹 빠져서 조선후기 흑산도를 다녀온 느낌.. 신고,sora****,22.08.23
자산어보 ,10,아무 생각없이 보기 시작했다가 끝까지 몰입한영화.. 평점높은이유가 있었네.변요한배우 작품 잘고르네요. 배우들 연기에 푹 빠져서 조선후기 흑산도를 다녀온 느낌.. 신고,sora****,22.08.23
놉 ,10,아주 재밌어요 !!! 숨겨진의미찾긔 신고,kang****,22.08.23
카터 ,1,마이너스도 아깝다 진짜 신고,wjst****,22.08.23
헌트 ,10,간첩도 결국 대한민국 국민이다진짜 나쁜놈은 자신의 이속만을 챙기려고 전쟁도 불사 하는 권력가들국민을 죽음으로 모는 놈들이지 신고,xxtn****,22.08.23
카터 ,10,극단으로 치닫는 영화.만점아니면 빵점 나는 만점 신고,guns****,22.08.23
헌트 ,10,재미짐 시간가는줄 몰랐음 신고,wonc****,22.08.23
범죄도시2 ,8,마동석 액션이 시원시원하고 존잼이긴 한데.. 15세치고 너무 잔인해서.. 별점 깎음 신고,qndk****,22.08.23
한산: 용의 출현 ,7,극장에서 봐야 더 짜릿한 영화 신고,suin****,22.08.23
헌트 ,4,"잠깐만 평론가씨 이게 맞아? 뒷광고에 이어 뒷리뷰 시작인건가?평점 보고 갔다가, 만오천원 날렸지뭐여 신고",han7****,22.08.23
놉 ,10,재밌는데 평점 왜이래... 영화 잘 만들었음 신고,gpfl****,22.08.23
카터 ,1,"무엇을 이야기 하고싶었는지 모르겠지만,,,, 이건좀 너무 하지않나 싶음,,,, 내가 아직 영화수준이 낮아 이해를 못하는것일거라 생각함... 신고",ldy0****,22.08.23
놉 ,4,겟아웃 생각하고 갔다가 실망했네요. 지루합니다. 신고,wooh****,22.08.23
헤어질 결심 ,10,인생영화에요. 영화를 보고 이런 감정을 느낄 수 있어 행복했습니다-! 신고,minj****,22.08.23
다즐링 주식회사 ,10,Adrien brody가 너무 아름답게 나옴…. 신고,sjl0****,22.08.23
비상선언 ,2,"중반부터 억지란 느낌,,,신파극 좀 그만합시다~ 지겨워요~ 신고",ass7****,22.08.23
헌트 ,8,기대했던것보다 존나 재밌음 몰입감도 좋음 강추!!! 신고,woal****,22.08.23
놉 ,2,무슨 내용인지 모르겠어서 지루해요 신고,popo****,22.08.23
DC 리그 오브 슈퍼-펫 ,7,Dc리그오브슈퍼펫 재밌었어요 신고,phm2****,22.08.23
바람의 검심 최종장: 더 비기닝 ,10,신고,mypi****,22.08.23
헤어질 결심 ,10,일본영화 러브레터를 보고 난 후의 공허함과 여운이 오랜만에 느껴졌다 신고,henz****,22.08.23
외계+인 1부 ,2,초반부터 뿜어져 나오는 허접한 퀄리티 신고,snai****,22.08.23
도망친 여자 ,1,영화 진짜 쉽게 찍네이런 똥을 계속 싸는 것도 쉽지 않을텐데영화 본 시간이 아깝다 신고,fz10****,22.08.23
헌트 ,6,소문난 잔치에 먹을게 없네요.. 스토리가 조금 난잡한거 같아요.. 신고,jhah****,22.08.23
비상선언 ,8,신고,sion****,22.08.23
헌트 ,1,개노잼은 알바 아무리 풀어도 소용없음 신고,film****,22.08.23
성난황소 ,5,악당이 다칠까봐 걱정 되는 마동석표 양산영화. 마동석 영화는 A급 무비(범죄도시등)와 B급 양산형 마동석 캐릭터 무비로 정의 될수있을거 같다. 이 영화는 결말이 해피엔딩이라는 건 장점. 신고,seao****,22.08.23
한산: 용의 출현 ,10,시원합니다! 다시끔 감동이밀려옵니다. 완전추천 신고,byeb****,22.08.23
헌트 ,2,좌빨 영화 비추 시간아까움 신고,dlal****,22.08.23
카터 ,2,주원 선구안 진짜 지린다?♂? 신고,subr****,22.08.23
외계+인 1부 ,10,충분히 재밌는데!!!! 신고,cham****,22.08.23
리볼버 ,7,2005년 작이라서 그런지 옛날 스타일이 나온다. 그리고 레이 리오타는 역시 불안에 떠는 연기가 참 좋다. 신고,wu20****,22.08.23
파로호 ,8,"답답한 동네에 답답한 주인공, 그러나 그것을 스릴러로 잘 엮어낸 영화 신고",wu20****,22.08.23
놉 ,7,"고디사건과 괴생명체사건의 공통점은, 통제할수 있다고 생각했을때 벌어졌다는것. 침팬지를 길들였다고 안심했고, 괴생명체를 쉽게 촬영하여 돈방석에 앉을수있을거라 생각했다. 제목 '놉'은 그런 그들에게 하는말 같다 신고",jooh****,22.08.23
"굿 럭 투 유, 리오 그랜드 ",7,약간 유치할 수 있는 스토리이지만 엠마톰슨의 연기는 설득력이 있었다 신고,wu20****,22.08.23
걸리버 여행기 ,10,평점이 왜 이래..? 개재밌는데 신고,ppui****,22.08.23
놉 ,1,신고,repo****,22.08.23
놉 ,10,사람마다 많이 다르네요. 줄곧 긴장 난 정말 빠져서 봤네요. 신고,dine****,22.08.23
헤어질 결심 ,10,신고,love****,22.08.23
헤어질 결심 ,10,신고,ilts****,22.08.23
탑건: 매버릭 ,10,내 아들을 꼭 전투기 조종사로 만들어야겠다는 확신이 드는 영화다~ 신고,yych****,22.08.23
헌트 ,8,확실히 여름 큰거 네 편 중엔 최고다. 신고,pigp****,22.08.23
갓 오브 이집트 ,1,애들용 영화인데 감동도 뭣도 없다디워급 신고,deve****,22.08.23
다크 나이트 ,10,새로운 조커의 탄생. 더 이상 히어로 영화로만 취급하기 힘든 수작. 신고,tpdu****,22.08.23
외계+인 1부 ,10,재밌는데 ㅋㅋ다들 영화볼때는 갑자기 엄청난 미식가인냥 자기 수준 과시하면서 평론가 빙의하는거 이해안됨 신고,u218****,22.08.23
한산: 용의 출현 ,10,박해일 기대하고 갔다가 변요한에게 반해서 나오는 영화 신고,aidm****,22.08.23
배트맨 비긴즈 ,10,전설의 서막. 필수코스! 신고,tpdu****,22.08.23
헌트 ,8,이정재는 연기를 잘하는데 연출을 더 잘해버린다 신고,jeon****,22.08.23
놉 ,4,"내 돈 돌려줘, 조던필 감독 영화는 이젠 걸르는 걸로... 신고",doct****,22.08.23
헌트 ,10,역쉬 명품 배우들 다운 연기력 신고,suga****,22.08.23
헌트 ,10,최고입니다꼭 보세요 신고,wher****,22.08.23
헌트 ,10,최고입니다꼭 보세요 신고,wher****,22.08.23
비상선언 ,10,완전 재밌게 봄 눈물 날 뻔ㅠ 신고,chla****,22.08.23
한산: 용의 출현 ,10,한산잼게봤습니다 스토리도재밌고 박해일 배우의 연기가 영화보기전엔 잘생긴얼굴이라 상상이안갔는데 보면 이순신을 매력지게표현한것 같습니다 신고,kpuk****,22.08.23
한산: 용의 출현 ,6,거북선이 등장할때의 벅차오름이란... 신고,jsun****,22.08.23
"지금, 만나러 갑니다 ",10,신고,qogk****,22.08.23
비상선언 ,6,뒤에 한시간만 줄였어도 좋았을텐데... 신고,jsun****,22.08.23
DC 리그 오브 슈퍼-펫 ,8,더빙으로 봤는데 자막상영관이 많았으면 좋았을듯...상영관이 아쉬웠다 신고,jsun****,22.08.23
헤어질 결심 ,10,올해 본 영화중 최고입니다. 극장에서 관람하고 나오는데 생뚱맞지만 덩케르크가 떠오르더군요. 덩케르크가 전쟁을 ‘경험’하게 해준 영화라면 헤어질 결심은 ‘사랑에 빠지는 감정’을 경험하게 해주는 영화라 생긱듭니다. 다음 영화도 기대하고 잇겟습니다~ 신고,bond****,22.08.23
헌트 ,8,초반 오프닝과 마지막장면이 인상깊었다.이정재감독님 다음작품도 해주셨으면 신고,jsun****,22.08.23
놉 ,8,공포를 원하고 봤다면 실망스러울지도...그러나 여러의미를 곱씹게 해주는 면에서 좋았다 신고,jsun****,22.08.23
놉 ,6,조던필 감독은 음악을 너무 잘쓴다 해석이 필요 하지만 무슨 내용인지 몰라도 흥미롭게 보게 만드는 힘이있다 신고,ne25****,22.08.23
헌트 ,8,실제로 있었던 일들을 잘 조합해내서 살벌했던 시절을 잘 보여주고 그 속에서 긴장감과 액션을 잃지 않는다 그들이 가졌던 욕망이 마음으로는 이해가 된다 신고,ne25****,22.08.23
헤어질 결심 ,4,평점 다들 높게 줬는데 영화 좀 볼줄 아는척할려고준듯..개인적으론 매우 지루하고 돈아까웠음.. 신고,dodo****,22.08.23
외계+인 1부 ,10,cg좋고 연기좋고 스토리 좋고 기발한데 왜? 영화좋아해서 하루에 한개씩 보는데 집중되는 영화던데 난 재밌게봄 2편기대됨 진짜 이거처음써봄 신고,rkfr****,22.08.23
헌트 ,7,군더더기 없이 빠른 전개로 한국사를 훑어준다 우리는 다시 반복하지 말자고 신고,wows****,22.08.23
탑건: 매버릭 ,10,최고의 영화입니다.너무 재미있어요. 신고,soon****,22.08.23
비정한 도시 ,2,감독 구속시켜! 미친거 아니냐 이런 배우들로 신고,mark****,22.08.23
놉 ,1,제목에 스포일러가 있다 ‘ 놉’ 신고,alsw****,22.08.23
인민을 위해 복무하라 ,10,개인적으로 기대없이 봐서 생각보단 괜찮음인민을 위해 복무하고 싶다 신고,sz08****,22.08.23
핑크 ,1,2022년 새벽에 보는 핑크... 세기말 감성도 어니구.. 이도 저도 아닌.. 명작이 괜히 명작이 아닌 것 같다.. 신고,buil****,22.08.23
헌트 ,7,첫 작품이 맞나..? 신고,swor****,22.08.23
한산: 용의 출현 ,10,과하지 않게 역사를 경험할 수 있는 멋진 경험이었습니다 감사합니다 신고,omsa****,22.08.23
어스 ,10,익숙하지 않아서 이해를 제대로 못한 분들이 많은거 같네요. 신고,jeas****,22.08.23
탑건: 매버릭 ,10,영상미와 연출 그리고 탐크루즈의 환상의 조화 신고,mbcz****,22.08.23
버즈 라이트이어 ,4,볼만은 한데 토이스토리랑 전혀관련없네 내용이 토이스토리랑 연관있을거라 생각했는데 확실히 스케일은 커진것 느껴짐 마치 게임 데드스페이스랑 좀 비슷한것같기도하고 내용이 좀 아쉽지만 그냥저냥 볼만함 신고,glgl****,22.08.23
지저귀는 새는 날지 않는다 ,10,신고,ysy0****,22.08.23
카터 ,1,존나재미없다 진짜 시간 내내 아깝다 신고,sujn****,22.08.23
힛쳐 ,7,몰입감은 좋은영화에요. 다만 중간중간에 몰입감을깨지지않게 하기위한 과한 연출(뜬금없이 도로위에 차가 떨어진다던지)은 좀 의아한부분이있었고.. 살인자 설정이 너무 과하지않았나 싶어서 좀 아쉽네요.. 하지만 그런 설정이 재밌기도했어요. 전 잘 보았습니다 신고,suji****,22.08.23
헤어질 결심 ,10,미결... 박찬욱 천재 신고,gmlw****,22.08.23
인페르노 ,6,"부정할 수 없는 펙트 - 지구에게 인간은 최악의 바이러스. 영화자체는 별로. 다빈치코드의 재미 1요소는 상징과 수수깨기와 음모론 풀이 인데, 1.2편에 비해 많이 약했음. 신고",dker****,22.08.23
인페르노 ,6,"부정할 수 없는 펙트 - 지구에게 인간은 최악의 바이러스. 영화자체는 별로. 다빈치코드의 재미 1요소는 상징과 수수깨기와 음모론 풀이 인데, 1.2편에 비해 많이 약했음. 신고",dker****,22.08.23
헌트 ,9,후반에 스토리가 약했네요 신고,spyo****,22.08.23
놉 ,10,별 생각 없이 흘러가는대로 보기에는 별로지만 장면마다 곱씹으며 볼수록 지루할 틈이 없음 신고,dmsr****,22.08.23
