title,likes,comm,uid,udate
미친 능력 ,10,그냥 가볍게 줄기시길.... 신고,ssan****,22.08.21
한산: 용의 출현 ,10,마음이웅장해지는 영화 거북선너무 멋있어요 와 진짜 대박 신고,xlsm****,22.08.21
헌트 ,10,최고에요. 꼭 보세요.긴장감과 스토리 역대급입니다 신고,hnk0****,22.08.21
스파이더맨: 노 웨이 홈 ,2,범죄자인권도 소중하다 뭐 그런내용입니까???살다살다 이 훌륭한 라인업으로 이런스토리를 만들다니.... 신고,rgs0****,22.08.21
한산: 용의 출현 ,8,이순신장군님에 대한 충심으로 봤습니다. 전투는 한산이 더 낫고 그 외의 부분에선 명량이 더 나은 것 같습니다. 아무래도 최민식 배우님의 이순신을 지우기엔 쉽지 않았을 것 같습니다. 노량은 김윤식배우님이 하신다던데 기대가 됩니다. 신고,beig****,22.08.21
헌트 ,6,연기는 참 잘해요.. 어수선한 느낌이 많아 집중이 딱 되진 않아용ㅜㅜ 신고,n_n_****,22.08.21
놉 ,2,그냥 별로에요 ㅜ 지루하고 투머치..시간계속봄..아휴 신고,chur****,22.08.21
헌트 ,9,정말 기대이상으로 재밌었음반전에 반전을 더한 영화다만 아쉬운점은 대사가 잘 안들림;;; 신고,hwan****,22.08.21
헌트 ,10,이상하게 우리나라 영화 스토리는 비슷비슷 반전도 크지 않아 극장에서 보는게 아까웠는데 헌트는 지루할 틈도 없이 끝날때 까지 집중해서 볼수 있었어요 이정재님이 과연 영화감독까지 잘 하실까 살짝 의구심이 들었는데 두번 보고 싶은 영화네요 신고,10_1****,22.08.21
탑건: 매버릭 ,10,신고,dltk****,22.08.21
헌트 ,10,최고.... 무조건 추천 신고,yjw6****,22.08.21
헌트 ,10,진짜 시간 가는 줄 모르고 집중한 영화~ 신고,knka****,22.08.21
한산: 용의 출현 ,10,와 진짜 몰입도가 장난아니고 이건 꼭 극장에서 보셔야합니다... 한산 여운이 너무 깊어서 후유증이 한 2주는 갈 것 같아요.. 진짜 와 소리밖에 안나오는 영화... 신고,yb12****,22.08.21
카터 ,2,CG는 우뢰메 수준임 평점을 줄수없움 신고,skyl****,22.08.21
헌트 ,8,"대구에서 개봉전 시사회로 봤던 오랜 팬이자 관객으로 두배우의 팬서비스는 연일 화제가 되고 있고 영화를 더 응원하고 싶게 만든다. 이정재 배우가 감독까지 한다해서 기대보다 걱정이 더 컸는데, 꽤 잘만든 영화같다. 23년만에 정우성과 이정재를 한 영화에서 볼 수 있었던 것도, 전혜진 허성태 황정민 등 수많은 연기파 배우들이 출연한 것도, 현대사를 살짝 바꿔 스토리를 이어나갔던 것도 모두모두, 입봉작인것치고 훌륭한 작품이었다. 다만, 태국에서의 총격씬은 너무 지루했고 조금은 우스꽝스러운 장면도 있었다. 전반적으로 재밌게 봤고 두배우의 오랜팬으로서 한번더 관람할 계획이다. 신고",dlsd****,22.08.21
헌트 ,10,오 재미있음 러닝시간 좀 길지만 끝까지 재미있게 봤어요 신고,jiye****,22.08.21
헌트 ,10,"이정재 첫 감독이라는게 믿겨지지 않을 정도로 재밌었음 스토리 구성과 인물 관계도, 실제 있는 역사 요소를 잘 활용함 조금 복잡해 이해하는 과정이 필요했지만 곱씹을수록 잘 만든 영화같음 신고",homg****,22.08.21
더 킬러: 죽어도 되는 아이 ,10,오 역시 장혁 꼭봐야합니다 이런영화 저만볼수없죠 적극 추천 신고,kism****,22.08.21
놉 ,4,저기요…. 겟아웃 어스 진짜 재밌게봤거든요….? 음악때매 그나마 두개준줄 아세요… 신고,cndt****,22.08.21
카터 ,1,배우들의 열연이 아까운 영화네요. 신고,so_g****,22.08.21
버즈 라이트이어 ,5,점점 안일해지기 시작한 픽사 신고,penn****,22.08.21
콜래트럴 ,10,크게 기대하지않고 봤는데 예상외로 너무 재미있었습니다. 연기력과 영상미 모두 좋았네요! 신고,baic****,22.08.21
데이 시프트 ,6,복잡한 생각이 있을때 아무생각 없이 볼수 있는 영화 신고,dnst****,22.08.21
헌트 ,6,"중구난방의 스토리 개연성, 뒤에는 재밌겠지 기다리다 소득없이 어이없어 하며 나옴 신고",ggp0****,22.08.21
놉 ,10,흥미롭다. 전형적이지 않다. 신고,need****,22.08.21
딜리셔스: 프렌치 레스토랑의 시작 ,10,만점 이상을 주고 싶네요. 출연진들의 연기도 배경도 모두 최고였습니다. 마요네즈 제대로 만들어 볼 결심합니다. 신고,eunp****,22.08.21
헌트 ,4,영화에 몰입이 잘 안됐다.전개가 너무 빠르고 중구난방인느낌 신고,jjjj****,22.08.21
헌트 ,10,기존감독들 반성및 긴장해야겠더라 연출이며음악이며 스토리며 잘만들었더라 지루함이1도없음 그냥 계속 몰입하게됨 신고,psho****,22.08.21
국제수사 ,10,너무재밌는데.곳곳 웃음 포인트가 너무많은데 평점왜이리 낮죠?재밌습니다 신고,food****,22.08.21
카터 ,2,아무리 청불이라도 너무잔인함 신고,y_il****,22.08.21
헌트 ,8,"몰입감이 엄청난 액션 영화를 이 정도의 완성도로 만든 이정재 감독 리스펙트. 독재자 제거라는 같은 목표에 다른 목적을 가진 평호와 정도는 마치 군부독재와 싸워온 NL과 PD의 인간화 같았다. 평화통일이라는 대의의 평호는 평화가 빠진 목표 달성이 아닌 민족의 삶을 택했고, 민주주의와 민중의 삶을 위해 끝까지 독재자 제거에 목숨을 다한 정도는 결국 자신만 제거한다. 평호는 소녀에게 다르게 살라고 하지만, 총성으로 마무리된 영화는 과연 우리가 다르게 살 수 있는지는 관객의 선택으로 남긴다. 이정재 감독은 박근혜 탄핵 시국에 이 영화를 시작했다고 했는데, 독재자의 딸을 제거한 우리에게 과연 다르게 살고 있는지를 지금 묻고 있다. 신고",whyy****,22.08.21
아수라 ,10,한국판 로드리게스. 감독 영화를 보는 듯 합니다. 신고,kns7****,22.08.21
비상선언 ,10,《비상선언》은 대만에서 매표가 이미 2000만을 출적했습니다. 영화가 너무 재밌습니다 .특히 김남길배우가 출연한 부기장의 인상에 남습니다. 신고,kys1****,22.08.21
한산: 용의 출현 ,6,욕먹을 각오하고 쓴다.진정 이게 8점 이상이 맞냐?초딩 아들은 재밌다더라. 신고,p409****,22.08.21
헌트 ,1,보1지마셈 좌빨 red2 영화임 신고,ajh0****,22.08.21
놉 ,8,"굉장히 신선하고 참신했습니다. OST나 영상미는 훌륭했고요. 다만 대중적인면은 떨어지는거 같고, 호불호는 갈릴거 같습니다. 하지만, 조던 필 감독 작품은 앞으로도 믿고 볼 것 같습니다 신고",jsle****,22.08.21
부러진 화살 ,10,라디오스타보고 이영화보면 안성기 캐릭터가180도달라짐.근데 둘다 너무잘살림 왜국민배우인지알겠음 신고,pazu****,22.08.21
한산: 용의 출현 ,10,추천합니다 신고,uijj****,22.08.21
헌트 ,10,너무 재밌어서 미쳤다 그냥 신고,dnjs****,22.08.21
블러드 레드 스카이 ,10,"남편이랑 둘다 너무 재밌게 봤음인간애, 모성애, 좀비, 스릴 다 있네 :) 신고",jiwo****,22.08.21
헌트 ,1,뭐라는건지 모르겠네.. 이게 왜 평점이 이렇게 높은건지.. 연기는 좋았으나 내용은…… 신고,amy_****,22.08.21
고양이의 보은 ,8,고양이는 언제나 환영이야~ 신고,gmlq****,22.08.21
헌트 ,10,근 몇년동안 본 영화중 최고의 영화 신고,wars****,22.08.21
더 킬러: 죽어도 되는 아이 ,8,그냥 아무 생각 없이 보긴 매우 좋다 신고,kyb4****,22.08.21
썸머 필름을 타고! ,5,영화 재밌게 잘 봤습니다. 신고,cho4****,22.08.21
놉 ,10,"진짜 오랜만에 표값이 안아까운 영화였음. 1회차때 정말 이런 영화 처음이다 싶어서 2회차 봄.1. 기본 서사 구조 = 전통적인 영웅서사(아버지 죽음 복수,인류구원)2. 영화 처음 시작할 때부터 등장하는 모든 요소들이 영화 스토리와 관련깊고 메세지가 확실함.3. 영화 처음부터 할리우드 영화계가 동물을 대하는 관점에 대해 감독이 확실한 메세지 보여줌.리키와 홀스트가 말을 대하는 태도 = 할리우드 영화계가 동물을 대하는 태도.리키는 어릴 때 고디 참사 통해서 배운게 없음 + 주인공에게 말을 사서 똑같은 짓 함홀스트는 주인공 남매에게 말을 미끼로 쓰자는 발언<둘의 최후에서 감독이 말하려던 메세지가 너무 명확함. 2회차 보면서 확실히 알겠음. 신고",osqu****,22.08.21
개구쟁이 스머프 2 ,10,난 재밌게 봤는디… 별로 목소리도 안 거슬렸음 신고,litt****,22.08.21
헌트 ,8,전 재미있었는데 남편은 지루했데요. 초등학생 자녀는 데리고가지마세요 이해못합니다. 신고,naen****,22.08.21
놉 ,4,영화 재밌게 잘 봤습니다 신고,cho4****,22.08.21
헌트 ,10,이정재 감독 첫 작품이라기엔 너무 고 퀄러티임 이번영화로 이정재에 반함 신고,yuan****,22.08.21
비상선언 ,6,영화 재밌게 잘 봤습니다 신고,cho4****,22.08.21
놉 ,9,이 영화는 IMAX로 봐야 제 맛인 듯... 신고,wsch****,22.08.21
타임 투 킬 ,10,초딩때 봤을때도 재밌었는데 늙어서 보아도 재밌네 추천!! 신고,sade****,22.08.21
놉 ,2,겟아웃 이후로 심해지는 홍대병 신고,pigb****,22.08.21
풀타임 ,8,영화 재밌게 잘 봤습니다 신고,cho4****,22.08.21
라라랜드 ,10,"사랑 얘긴가 해서 미루고 뮤지컬 장르가 안 맞아서 미뤘었는데 넷플릭스에서 보고 극장에서 못 본 것을 후회 중... 여운이 길게 남습니다 꿈에 대한 이야기라 생각했고 이루는 과정에서의 우정, 사랑, 응원이 한데 어우러져서 아름답고 슬펐어요 왜 슬픈지는... 마지막10분에서 휘몰아쳤어요 '만약에...' 정말 슬픈 가정... 신고",gusw****,22.08.21
영웅본색 ,10,첨부터 끝까지 재밌지만 마지막 엔딩곡이 가슴을 후벼파는 영화임 신고,jino****,22.08.21
탑건: 매버릭 ,8,4d로 봤는데 재미있었습니다. 신고,rmst****,22.08.21
탑건: 매버릭 ,10,클리셰가 아니라 클래식 영화 신고,dyl0****,22.08.21
브로커 ,4,"감독도 배우도 분명 좋아하는 사람들인데, 영화는 미적지근할 뿐이다 신고",bask****,22.08.21
키친 ,5,"자기거라고 멋대로 하는 상인, 형의 여자를 빼앗으려하는 두레, 그걸 즐기는 모래, 다 쓰레기다. 신고",marc****,22.08.21
탑건: 매버릭 ,10,쌉지린다 오줌싼다근래 최고의 영화반지의제왕처럼 살면서 오지게 봐도 재밌는 영화가 돤듯 신고,kusa****,22.08.21
카터 ,1,ㅎㅎ시간아까웡워워어어어 신고,tay2****,22.08.21
헌트 ,10,액션이 풍부하고 박진감 있어서 재밌었어요 신고,habo****,22.08.21
헌터 킬러 ,10,우와 보는내내 소름 명작입니다 최고굿 신고,1701****,22.08.21
놉 ,9,원초적인 공포에 대항할 수 있는가? 길들일 수 있는가? NOPE 신고,theu****,22.08.21
헌트 ,10,오랜만에 영화관에서 재밌게 봤어요 신고,toxh****,22.08.21
한산: 용의 출현 ,10,한산 안 보면한국인 아님 신고,chri****,22.08.21
씨 피버 ,4,CG의 발전에 비해 이야기의 독창성은 후퇴했다 신고,penn****,22.08.21
한산: 용의 출현 ,10,한국사람이면 반드시 봐야 할 영화 신고,rlas****,22.08.21
헌트 ,10,신고,raow****,22.08.21
한산: 용의 출현 ,9,초반부는 조금 지루할수있지만 해상전은 명량보다 많아서 정신놓고 봄 신고,hdh6****,22.08.21
헌트 ,10,신고,kkh1****,22.08.21
라이더스 오브 저스티스 ,8,악당들이 불쌍해. 도대체 우리한테 왜이러는거야~ㅋㅋㅋ 신고,bpro****,22.08.21
한산: 용의 출현 ,10,한산대첩에 참여했던 수군1이었던같은 느낌을 받게 한 영화 신고,bsbx****,22.08.21
한산: 용의 출현 ,10,진짜 시원하니 재밌었습니다 신고,jeom****,22.08.21
블러드 레드 스카이 ,10,나도 재밌게 봤는데 . . . 신고,kmjb****,22.08.21
헌트 ,8,2시간 내내 집중하면서 빠져들게 만드는 영화! 신고,soob****,22.08.21
한산: 용의 출현 ,10,신고,rkdd****,22.08.21
풀타임 ,7,이기적인 워킹 맘 신고,bilb****,22.08.21
헌트 ,9,정우성 군번줄 보인 젖은얼굴 거울 씬남자가 봐도 반한만하다 신고,cko2****,22.08.21
범죄도시2 ,10,역시 마동석님 너무 재밌게 봤어요 신고,dhru****,22.08.21
카터 ,2,스토리가 어지러움 현실성이 너무 떨어짐 그냥 게임 하는것 같음 신고,akan****,22.08.21
헌트 ,9,신고,solo****,22.08.21
시카리오: 데이 오브 솔다도 ,9,1편의 fbi 여성분이 없어지고 블랙리스트 주인공은 좀 아쉽지만 전편을 관통하는 긴장과 음악 특히 미멕 국경 넘어본적이 있으면 사실감과 전율이 두배로 전해짐 신고,snzi****,22.08.21
놉 ,10,완전 꿀잼 연출도 재미있고 중간중간 떡밥들 해석해서 미리 맞추는 재미가 쏠쏠함. 여러가지가 연결되면서 요즘 뻔한것들밖에 없었는데 재미있는듯!! 다들 한번씩 보세요!! 사람마다 지루할수도 있는데 머리쓰는거 좋아하는 사람이면 젼혀 지루하지 않을듯!! 신고,huyo****,22.08.21
헌트 ,10,"이정재 배우 연기는 정말 갈수록 깊어지네요. 영화 곳곳마다 주연급 유명 배우들이 (황정민, 류재명 등등) 조연으로 나오는 것도 볼만하고 새로운 얼굴인 고윤정 여배우도 연기를 잘하네요. 오랜만에 스토리 있는 액션영화 보고 스트레스도 풀리고, 역사속 인물에 대해 재평가 할 수 있는 시간이었습니다. 신고",love****,22.08.21
헌트 ,10,신고,piao****,22.08.21
헤어질 결심 ,10,보는 내내 시선을 앞도하는 영상미.고흐의 작품이 하나가 아니라 프레임으로 연결되어 돌아가는 느낌이랄까?너무나 영화적인 내용이지만 군대군데 너무나도 사실적인(범인 쫒다 쓰러지는 형사 ㅋㅋ) 묘사가 또 웃음을 준다. 영상미와 음악으로 현실적인 세계와 영화적인 시간을 마구 넘나들며 관객을 끌고다니는 박찬욱 감독.아 영화의 밀도가 이렇게 높을 수도 있구나 새삼 감동. 또 보고 싶지만 독한 사랑이 끝난 뒤에 그 다음 사랑이 망설여지는 느낌이랄까? n차 관람도 반드시 영화관에서관람도아야할 명작. 신고,nico****,22.08.21
비상선언 ,4,용두사미...후반부가 별로였다. 신고,soob****,22.08.21
헌트 ,9,맘에듬...난 근데 이걸 해피엔딩으로 보지않아서 슬퍼...ㅠ 신고,sond****,22.08.21
헌트 ,6,남자들의 진한 백투백 스토리. 그리고 스크린 뒤의 이정재를 즐겼다. 신고,chri****,22.08.21
어바웃 타임 ,10,신고,hyjl****,22.08.21
탑건: 매버릭 ,10,클래스는 영원하다 톰크루즈 신고,crea****,22.08.21
헌트 ,10,네이버 영화평점 너무 오랜만인다!!!! 오늘 롯데시네마 수락산에서 보게 된 영화에 대한 한줄평 “비극적 판타지와 카타르시스의 향연”또보자 두번보자!! 신고,mawa****,22.08.21
놉 ,8,분명 별 내용은 없지만 계속 집중하게되는 매력이 있는 영화 신고,soob****,22.08.21
한산: 용의 출현 ,10,정말 국뽕 생기는 영화너무 흥미진진했다~박해일 카리스마 쩐다 신고,chuh****,22.08.21
한산: 용의 출현 ,9,나름 볼만했음 1편보다는 아니지만 이순신보다 와키자카의 대사가 더많았던 신고,andr****,22.08.21
헌트 ,10,정말 각본이 누구일지? 스토리 탄탄~정재리 감독님 볼거리 최고~근데 마지막 총소리 네 발...누가 누굴 죽인건가요?ㅠㅠ 모르겠어요~~ 신고,imjz****,22.08.21
챔프 ,2,마사회에서 일년에세금. 몇조 바치는거 알고있져?! 신고,youk****,22.08.21
헌트 ,10,기대없이 들어갔다가 끝까지 긴장늦추지않는 스토리와 연출감각에 감덩먹구 옴. 이정재님 다시 봄. 신고,cika****,22.08.21
